nomor;full_text;label
336;Sebaiknya PGRI menindak lanjuti penyeselanya dng m3ngajukan surat KPD Ganjar utk mambatalkan atau lakukan upaya hukum ke PTUN. Jng sampai sekolah menjadi alat pencitraan.;2
337;@kohjuk @Arian0072 Info orang ini gimana bang dah kelar blm? https://t.co/4m5aCOuwpa;2
338;@anon_sialan Suara Ganjar nyaring dan merdu saat baca ayat  jadi Imam sholr Zuhur dan Ashar..  🙈🙈🙈;2
339;@DokterTifa Mba mau anis mau prabowo mau ganjar jadi presiden itu ga ngaruh apa2 sama aj sprt jaman pak Jokowi;2
340;Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/bm50bRxVOK;1
341;Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/ELxBi7E7hj;0
342;Berita Prabowo :  Sandiaga Uno Ingin Ajak Ganjar dan Prabowo Subianto Tamasya ke Danau Toba - https://t.co/Z1QE1sPB8z #Prabowo #BangkitBersama https://t.co/o8Jf57stHK;1
343;Berita Prabowo :  Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo Subianto-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/uVl052TOIj;2
344;Berita Prabowo :  Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo Subianto: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/b1Ue68WpcA;1
345;Hitam jahat ditolak, putih benar dipilih itu simbol baju hitam putih pendukung Ganjar.;2
346;Bawaslu Usut Baliho Capres Ganjar Pranowo yang Dicopot oleh Anggota TNI di Kalteng https://t.co/vXonbJhPPH;2
347;@DokterTifa Anda ini sudah menjadi Tuhan di bumi, Allah yang menentukan takdir hambanya sesuai dengan kadar usaha dan doanya. Insya Allah Ganjar Pranowo dan pendukung berbaris menjemput takdir Allah SWT jadi Presiden Indonesia berikutnya 🤲🤲;0
348;@rustamgultom2 @ajengcute16__ @ganjarpranowo Bersama ganjar nonton bokep..  Wowww... Akun NKRI penonton bokep anak PKI.. hhhhhhhh...;1
349;@yusuf_dumdum Emang jokowi siapa di partai banteng.. Sama2 petugas partai bareng si uban ganjar.. Sama2 pesuruh emak banteng..  Klo menurut logika sih dua2nya kaga pantes jadi presiden.. Cuma karena banteng berkuasa saja apapun jadi.. Cuiiihh;0
350;@PetitahP Kualitas Ganjar di bawah Trimedya dan Efendi?  Mbelgedhes;2
351;@lhayesno @yunartowijaya @budimandjatmiko Setuju Tetep ganjar josss;2
352;Sebelumnya, Hendra adalah salah satu tokoh yg menginisiasi relawan pendukung capres Ganjar Pranowo bernama Ganjar Rumpun Desa atau Garuda.  #IkhlasBerjuangBersamaPrabowo #PrabowoUntukIndonesia #PrabowoAja  https://t.co/2hZK5GswYk https://t.co/rZv2oCz4n4;1
353;@kurawa Katanya dukung ganjar, tapi kadernya wkwkwwkk, ampass;2
354;Woi @bawaslu_RI apa yg mau diusut tolol?? Uda jelas² daerah TNI kok.. Lu timses nya ganjar???;2
355;"Ada yang nanya..  Bang, lu kok sekarang lebih senang bicarain Ganjar ma Prabowo doang ? Kok ga Anies sekalian ?""  Gua jawab, ""Capek juga gua bro disuruh BOS cari kesalahannye Anies ?""  (Versi aslinya,cuma pura- pura sok pinter).""";2
356;@satriohendri @budimandjatmiko @prabowo Berarti Ganjar - probowo donk  😂😂😂;2
357;@psi_id Apa giring tetap berani kalo pak jokowi support prabowo?enggalah, pasti ujungnya ganjar.;2
358;@giribatjo56 @jansen_jsp mari dukung ganjar 👇 https://t.co/WjaZHt2knP;1
359;@democrazymedia Bawaslu itu milik PDIP dan ganjar.;0
360;@IbuNe_neng Ah keburu di ujung kelamaan, mau onani aja dengerin arahan dulu 😃;1
361;@AndiSinulingga Main sanksi seperti itu jadi bumerang loh,tdk menutup kemungkinan guru2 se Jateng akan benci tdk akan pilih den Ganjar;1
362;@DokterTifa Dokter ngomong klenik ? Dokter bukan sih ? Atau otakmu udah gak bisa berpikir sehat ? Atau terlalu stres ngurusin jokowi dan ganjar ? Jilbab itu buat pajangan doang kah ?;1
363;@yunartowijaya @budimandjatmiko Dalam politik akan selalu ada 2 hal cara pandang: yaitu taktis dan strategis. Apapun itu semoga Ganjar Menang. #eaaa https://t.co/AWx9mYxwEZ;0
364;ERICKTHOHIRNEWS|  Erick Thohir Akui Sering Jalin Komunikasi dengan Ganjar dan Prabowo - https://t.co/HnnNqPJgcI | BangkitBersamaET  https://t.co/xpTqYMUTJX;0
365;@KompasTV Kali ini saya setuju sama pak ganjar.mengingat jateng masuk provinsi miskin,kasiam para ortu yang tidak mampu membayar tingginya biaya sekolah.;0
366;@Dennysiregar7 Iya Ganjar Uda benar pemimpin yg gagal karna JATENG masuk urutan ke 17 propinsi termiskin di Indonesia..gimana ceritanya kalau jadi presiden..jangan pilih Ganjar kalau kita ga mau jatu miskin .;0
367;@WiyonoSSaputro1 @prabowo @ganjarpranowo @jokowi Sungguh... dari dulu saya berharap demikian... Ganjar-Prabowo....!!! Sebab serba efisien...  1. Efisien waktu &amp  biaya : dipastikan menang 1 putaran  2. Efisien visi, misi &amp  program : sama2 berkomitmen melanjutkan program Jokowi dan akan sangat mudah meramu kabinet kerjanya.;1
368;@Hasbil_Lbs @ganjarpranowo Ganjar tuannya rakyat,rakyat yg mana nih kan sdh jelas perintah Ketum PDIP hrs bilang sbg petugas partai;1
369;@Hasbil_Lbs @ganjarpranowo Betul sekali,ganjar sontoloyo;1
370;Para Surveyor di tantang  utk bisa menyakinkan Public ....krn sdh sulit dipercaya oleh Public. Sepertinya Public sdh apatis   6 Survei Capres Anies-Prabowo-Ganjar, Ini Sosok Paling Unggul https://t.co/aBDSYJp3TX;0
371;@Ryogartshop1 @ganjarpranowo Kekayaan Indonesia Meroket, dan akan diteruskan oleh Pak Ganjar Pranowo https://t.co/MZl05bfIgH;1
372;@KhaliqRidwan1 @ganjarpranowo kalau yang sono banggain Kakeknya, haaa Karena penerus Jokowi, Pak Ganjar akan koordinasi inten dengan Pak jokowi;0
373;@AgusPra17277810 @Trending_Issue @ParthaSaderi sejak kapan data itu muncul,? padahal kata puan sendiri jateng jd propensi termiskin, bahkan ganjar sendiri ngaku di gagal https://t.co/jmGGcywZOg;0
374;@Dennysiregar7 Betulll.. Ganjar harus dicegah berkuasa;1
375;@Hasbil_Lbs @ganjarpranowo Aduh, begini main politik anak muda? Malu, ah. Anda sendiri saja coba ajukan diri sebagai capres ke koalisi partai, lalu adu dengan Ganjar Pranowo saat pemilihan nanti. Kalau Anda menang, ya, hebat.;1
376;@yaniarsim @Sjaechu @ganjarpranowo KALIAN  AKAN MENJADI  KORBAN.5 TH...PENDERITAAN  SECARA NASIONAL JK  KALIAN PILIH GANJAR......... WALAU  ITU  HAK  ASAZI  ANDA....BERPIKIR LAH.PUNYA PRESIDEN  SETIAP BULAN  RAKYAT  SECARA ADIL MENDAPATKAN  ..BAGIAN HASIL  USAHA DAN KEKAYAAN  INDONESI.INGAT  MAHFUD. 30 JUTA/KEPALA;2
377;@eddy_widodo_165 Kelihatan JELAS PDIP tidak ALL OUT untuk dukung pak Ganjar pranowo SEBAGIAN masih berkeliaran ke sana ke Mari;1
378;@Hasbil_Lbs @ganjarpranowo 🤣🤣🤣sumpah baru liat bio ganjar🤣🤣🤣🤣kocak yah  Besok pasti diganti itu tuan menjadi tuhan;2
379;Wong ga ada nilai jual kok, ga ada prestasi apa2.. fakta jateng itu 2 periode apa hasilnya??  BuzzeRp kawanan tempurung  share berita2 penghargaan, prestasi ganjar apa sih yg di hargai?? Cek jateng, baru2 inibmuncul penghargaan2 pas mo nyapressss  Rakyat melihat dan menilai,;2
380;@ruhutsitompul Anis terdepan...jangan pernah pilih Ganjar kalau kita ga ingin jatu miskin..;1
381;@budimandjatmiko @hariankompas tetap Ganjar.....;0
382;PKS Sebut Baju Kampanye Ganjar Kurang Cerah dan Berani, Tak Seperti Jokowi Dulu https://t.co/8TSnSjfFeR https://t.co/QgyuTyvIkh;0
383;Silaturrahmi Majelis Fatayat Kabupaten Pasuruan Serta Berikan Bantuan Air Mineral Botol.  #santridukungganjar #santridukungganjarjatim #ganjarpranowo #ganjarpresiden #ganjarforpresident2024 #ganjarpresiden2024 https://t.co/6QPwTy9IfO;1
384;Silaturrahmi Majelis Fatayat Kabupaten Pasuruan Serta Berikan Bantuan Air Mineral Botol.  #santridukungganjar #santridukungganjarjatim #ganjarpranowo #ganjarpresiden #ganjarforpresident2024 #ganjarpresiden2024 https://t.co/2k7DC9SckL;0
385;@OposisiCerdas pak jokowi mau mengusung pak ganjar tidak enak  sama pak probowo,mau ngusung pak parabowo gk enak sama partai nya;2
386;@Mayapada0812 @_qaireen084 @DE_Sapta5 @Yurissa_Samosir @xix0_3 @ACasiragi @AKU_dgn3putra @ArdhaniFariz @Asuhan1nfinitE @AyatMamas @NohCeukenohhh @Malika6027 @MuhiqR @doelpaten Siip lah …. GO GANJAR 💪🇮🇩;0
387;@Mayapada0812 @_qaireen084 @DE_Sapta5 @Yurissa_Samosir @xix0_3 @ACasiragi @AKU_dgn3putra @ArdhaniFariz @Asuhan1nfinitE @AyatMamas @NohCeukenohhh @Malika6027 @MuhiqR @doelpaten Ternyata beda ya yg jujur kaga pake simpatisan bayaran, ttp milih yg JUJUR 👍🇮🇩💪 Go GANJAR!;0
388;@Ruthhisyam @tvOneNews Indonesia memanggil pk Ganjar untuk RI 1;1
389;Belajar dari Pencopotan Baliho oleh TNI, Ganjar Minta Relawan Hati-hati https://t.co/CuV3ZlZVGX;2
390;Hebat emang pa jokowi..maaih sempet2 nya design baju buat om ganjar..;0
391;Ganjar: Moderasi sudah jadi laku keseharian bangsa Indonesia https://t.co/EL587vxpRZ;1
392;@__AnakKolong Mencari yang tidak ada sosoknya, itu ilusi, mimpi. terombang-ambing bantal guling. Adanya sosok, apapun obrolannya ya ganjar, pak wo, amies. Wapres yg blm, bursa sdh muncul.  Terlepas sejalan (pola) atau tdk. rg, rr, did, musmar, r amien, rfl. tmbhkn sendiri.;1
393;@ekowboy2 Tetap Ganjar... masak Prabowo? apalagi si wan abud ??? jiahhhh nehiii;1
394;@akupadi5 @ganjarpranowo MENANGKAN PAK GANJAR PRANOWO harga mati 🇮🇩🇮🇩;0
395;@DokterTifa Melibatkan Allah utk menyamarkan rasa dengki kpd Ganjar yg diharapkan tdk dapat meraih kemenangan di Pilpres, demi membela capres dukungannya yg rekam jejaknya tdk pantas jadi presiden, jadi gabener aja tdk mampu apalagi jadi presiden.;1
396;Sekarang malah mirip Ganjar;1
397;Selamat menjilat liur basimu sendiri ya mas, nikmati lah, hak politikmu mau dukung siapa saja.  Karena GANJAR ORANG JUJUR.;1
398;"Jadi ini sangat bagus kalau kunjungan Pak Ganjar, kunjungan Pak Prabowo ke Danau Toba,"" kata Sandi. #newsupdate #update #news #text https://t.co/vTo10OqET6""";1
399;PAKAIAN DINAS KAMPANYE GANJAR PRANOWO;0
400;wah keren juga ada pak ganjar;1
401;@DokterTifa Dokter calon penghuni Neraka, kecelakaan di satu syuro dihubungkan dgn calon Presiden Ganjar, saking bencinya ke Ganjar jadi apapun kejadian yg bisa dijadikan konten utk menyerang Capres yg tdk didukung, sangat miris bergelar dokter tapi isi kepala jadi terbelakang;1
402;Sebagai Senior, Budiman Anggap Prabowo yang Bisa Satukan Kaum Nasionalis, Bukan Ganjar! https://t.co/fvA6NhbUJd;1
403;Selamat menjilat liur mu mas bud, nikmatilah, kami tetap hiram putih GANJAR PRANOWO.;2
404;@lobaKaheureui @KakekHalal Pendukung Ganjar bubaaarrr...bubar...bubar...bubar...sadar bahwa kaum pewaris faham pki menjadikannya boneka.;1
405;@VIVAcoid Jendral Sudirman ngk pernah main tiktok apalgi hobby nonton Bok3p kayak den ganjar;2
406;@yusuf_dumdum Yang model ginian, perlu dicegah. Solidaritasnya hidup satu, hidup semua. Spt Pak Ganjar semuanya kita bersaudara, dan teman.  https://t.co/d7pKW2qq3s;0
407;@Paltiwest @prabowo jelas lebih nasionalis dari anies/ganjar yg selalu merapat ke kaum khilafah/syariah, PILIH PRABOWO di PILPRES 2024 adlh KEPUTUSAN TEPAT ! Hentikan pergerakan syariah yg merusak budaya nusantara, jgn pilih lagi wafres seperti amin maruf yg hanya menghabiskan uang rakyat ! https://t.co/av3mXyvXSC;1
408;@BungDenni @NsttRoby @SpoilerSpree Kalau ganjar ngak. Pilih prabowo lah. Yg pasti bukan Anies...😀😀😀;1
409;@DadangRusdi @lupadiri0_0 @choymarkochoy @celanakusamm @Yurissa_Samosir @ArdhaniFariz @Mayapada0812 @AtokBadar75777 @DE_Sapta5 @HidayatNatari @Kang_Toniee @MuhiqR @NohCeukenohhh @PramukhtikoS @ganjarpranowo Bukan fans (kalo fans itu sukanya smp kaga pake nalar) tp gw pendukung Ganjar sbg RI1 2024. Go GANJAR!;2
410;[FULL] Pidato Adu Gagasan Ganjar, Anies, dan Prabowo di Rakernas Apeksi ... https://t.co/u1fzogjS3c via @YouTube;0
411;@giribatjo56 @jansen_jsp Dan penyuka bokep. Kurang apa lagi Pak Ganjar;0
412;Mak Ganjar Sumatera Utara Bersilaturahmi dan Berbagi Kebaikan Sekaligus Membuat Air Sere Selasih. ❤️❤️🇲🇨 #makganjarsumut #makganjaruntukpakganjar #ganjarpranowo #ganjarforpresident2024 #ganjarpresiden2024 #makganjar https://t.co/v0ZA0LP3WK;1
413;@aniesbaswedan @NasDem Yg di jual tidak jauh jauh dari agama , sudah basi kaga laku , capres prabowo dan Ganjar juga udah haji semua 🤣🤣🤣;0
414;@Joker_Wedoks @PDemokrat @Andrikosasih @BungkusTukang @DavidWijaya82 @ENJEULL @NGM_007 @Yudiantiyaman @Duren___ @j6rt9gw2hd @Thalomoan1 @ErmiPurba1 @EviDrajat @Jkt_Networks2 @GME_Lee77 Presiden Jokowi senantiasa di Hati   dan  Bapak Ganjar Pranowo adalah sosok yang sudah di Nanti 😁🙏🏻🇮🇩    setelah dibentuk Tim 7 TIDAK PERLU DIRAGUKAN LAGI Penerus Presiden Jokowi  ya Bapak Ganjar Pranowo  #GanjarPranowoPresiden2024   https://t.co/9zJ4siA5i3;2
415;@tvOneNews Kalau Mas Ganjar Tidak Menempel Jokowi Mungkin Dukungan Seluruh Rakyat Indonesia Tertuju Utk Mas Ganjar Tapi Karena Mas Ganjar Di Bayang2in Jokowi Rakyat Tidak Simpati Lagi.;0
416;https://t.co/Cu7zB1HYtb  Wih menarik nih seputar Ganjar Pranowo  #GanjarCapres;0
417;@jimmyherdyansy2 @ganjarpranowo kalau ada orang atau tokoh dari Partai PKS yang nggak suka kemeja Garis Hitam Putih  itu artinya  pilihan Kemeja Garis Hitam Putih adalah 100 % benar !    Hitam putih itu punya makna jelas yaitu Sikap Politik yang tidak abu-abu https://t.co/nEFlK3t36c;0
418;https://t.co/Sno8fWECBm  Ganjar Pranowo terbaik  #GanjarCapres;2
419;Ganjar Pranowo adalah pak jokowi selanjutnya  #GanjarCapres https://t.co/RgykuKYMvE;1
420;@BungDenni @NsttRoby @SpoilerSpree Gua mah prabowo ok. Ganjar juga ok. ANIES jangan sampai dah. Kaga bisa kerja, ngomong doang. Coba lihat, hampir di semua wawancara, ditanya A, jawab B. Pemuja nya ya model kayak luh buta. Banyakan penganguran yg males kerja, tapi mau banyak duit, ujung nya salahkan pemerintah..;2
421;Ganjar Pranowo dekat dengan ulama  #GanjarCapres https://t.co/cnBCr1mnHj;0
422;Ganjar Pranowo antikorupsi #GanjarCapres https://t.co/DzRVdWK1jB;2
423;Ganjar Pranowo pemimpin cerdas  #GanjarCapres https://t.co/aYK1KGXQ21;1
424;IPM Jateng semakin baik berkat Ganjar Pranowo  #GanjarCapres https://t.co/sRUhbV7f7m;1
425;@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Itu kan menurut agama elu. Menurut agama lain, ya agama lu itu sesat.;0
426;Ganjar Pranowo sosok pemimpin masa depan #GanjarCapres https://t.co/Phvtoh2tpE;2
427;@BungDenni @NsttRoby @SpoilerSpree Data apa yg luh punya..😀😀😀 Jawa tengah baik baik tuh. Sebagian rakyat jawa tengah bahagia saja dengan Ganjar. Luh mau bilang pabrik Semen, semua baik baik saja tuh. Kita semua dukung pembangunan yg emang butuh pabrik semen... Lah jakarta, secara fakta, anies kaga bisa kerja.;1
428;Ganjar Pranowo menjadi bagian dalam pertemuan silaturahmi, bersama masyayikh se-Indonesia di ponpes Al-Anwar 1 Rembang.  Pertemuan yang berbalut kentalnya persaudaraan itu dihadiri oleh 62 ulama kharismatik dari perwakilan seluruh Indonesia.   Tanpa Habieb Gadungan yaa🤪🤟 https://t.co/u5L2rlUMzI;0
429;@Dennysiregar7 @budimandjatmiko Wkwkwk kmrn trimed, trus bang efendi, skrg Om bud Sapa lagi Den yg mau digas?🤪 Wong diboongin lembaga survey,  gmn cerita ganjar tau2 melejit? 😪 https://t.co/9bh7M8rItQ;1
430;"@__AnakKolong Dari seluruh elmen komponen dua pendukung capres Pabowo Anies"" semakin bingung, hampir semua pintu hati rakyat tertutup total, alias tidak bakal menang melawan Ganjar. https://t.co/zvtE6EuqOk""";0
431;@M4s_Joe @ganjarpranowo Kemeja Garis Hitam Putih warna udah jelas Hitam dan Putih hanya orang sakit yang bilang Hitam dicampur Putih karena jelas-jelas ada 2 warna Hitam dan Putih  Semakin banyak yang khawatir dengan kemeja garis HITAM dan garis PUTIH https://t.co/pvA7WsQjcM;0
432;@psi_id Lha bukannya kemaren dukungnya Ganjar. Lalu kenapa harus tunggu arahannya @jokowi?;0
433;Mantan Panglima TNI Andika Perkasa 'Fix' Dukung Ganjar Pranowo https://t.co/L7jltf7sf3;2
434;85 % pasti Ganjar Pranowo pada akhirnya;0
435;Mantan Panglima TNI Andika Perkasa 'Fix' Dukung Ganjar Pranowo https://t.co/TpkAH8RsTY;2
436;@BayuOnplan @ganjarpranowo kalau ada orang atau tokoh dari Partai PKS banyak yang nggak suka kemeja Garis Hitam Putih  itu artinya Kemeja Garis Hitam Putih adalah 100 % benar !  Hitam putih itu punya makna jelas yaitu Sikap Politik yang tidak abu-abu https://t.co/Np6sW15qxg;2
437;bandingin pak Ganjar dan pak anies juga tak imbang.   Ganjar 2 tahap pimpin jawa tengah vs  anies Baswedan pimpin 1 tahap Jakarta. Pak Anies 1 tahap lumayan ada perubahan dibanding pak ganjar.  Kalau soal prestasi international, anies ngalahin jokowi. https://t.co/9DKs1bvznT;1
438;Dukung Pak Ganjar Pranowo https://t.co/pp6rCJ65cQ;0
439;Dukung Pak Ganjar Pranowo https://t.co/QkDEurzJqX;2
440;Dukung Pak Ganjar Pranowo https://t.co/NMseAwNiv4;0
441;Dukung Pak Ganjar Pranowo https://t.co/8sdnyLndQI;1
442;Dukung Pak Ganjar Pranowo https://t.co/E1rVD1ui9z;1
443;Dukung Pak Ganjar Pranowo  https://t.co/8RlEtF4ohT;1
444;Ganjar ungkap Jokowi berikan pesan khusus untuk dirinya https://t.co/GbFHBS8te4;2
445;Mantap  https://t.co/8RlEtF4ohT;0
446;@Riza_Ganjar_15 @lalisaafranss berani ngincer bocil, ama gue sini ngomong;1
447;@AirinDatangLagi @jokowi cuma politik wayang kulit/5tahunan..  Ganjar 2x timses  👉megaprabowo, menag. btw isu latarbelakang PS hilang ditelan bumi. 👉 prabowo capres, kalah. btw isu latar belakang jd senjata utama. bgaimn 2024 ?? 🤭🤭🤭 kata jokowi, 2024 jatahnya Prabowo.;2
448;@__AnakKolong Ganjar jauh lebih berpengalaman dan berprestasi serta lbh banyak dukungan,di banding mereka yg mungkin menganggap @ganjarpranowo kurang layak mejadi Presiden.;0
449;Jokowi Titip Pesan ke Ganjar: Jangan Abu-Abu, Beri Kepastian https://t.co/ccTytyGyGc;0
450;Mantan Panglima TNI Andika Perkasa 'Fix' Dukung Ganjar Pranowo https://t.co/jfDkhXJ7Dd;0
451;@PartaiSocmed @ganjarpranowo @susipudjiastuti Yah ganjar sama aja pro mafia tum. Gabjar ini belakangnya mafia semua loh. Bahkan mafia tambang nikel juga dibelakang si eta;0
452;@Riza_Ganjar_15 @lalisaafranss woi malu ama gelar M.Psi wkwk;0
453;@Riza_Ganjar_15 @tanyarlfes gua lebih kesel liat muka lu;0
454;Ganjar Pranowo adalah jawaban rakyat selama ini. Semoga bisa amanah dalam memimpin bangsa Indonesia! https://t.co/RnyxisqYS9;1
455;Ganjar Pranowo adalah jawaban rakyat selama ini. Semoga bisa amanah dalam memimpin bangsa Indonesia! https://t.co/20ZMWeCfNq;0
456;Ganjar Pranowo adalah jawaban rakyat selama ini. Semoga bisa amanah dalam memimpin bangsa Indonesia! https://t.co/R6NYbgUb3v;2
457;@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes Kristen ortodoks udh ada jauh sebelum islam, udh pake mantila / kerudung / hijab jauh sebelum Islam;2
458;Ganjar Pranowo adalah jawaban rakyat selama ini. Semoga bisa amanah dalam memimpin bangsa Indonesia! https://t.co/aIWTwIqGpt;1
459;Ikut-ikutan Endorse Ganjar Capres, Kata Wakil Rakyat Ini Menohok https://t.co/a2TN3JvtXN;0
460;Ganjar, jokowow dan PDIP takut berkompetisi dgn sehat lawan Anies ya, ngaku aja deh...  PENGECUT LU ‼️;2
461;@DokterTifa Ganjar, jokowow dan PDIP takut berkompetisi dgn sehat lawan Anies ya, ngaku aja deh...  PENGECUT LU ‼️;2
462;@akupadi5 @rubiavianto @ganjarpranowo Tetep Ganjar;0
463;kok bisa ad org se geer ini? oh iya td si riza ganjar bangke td jg gt barusan🤮;2
464;@AxSafira11 @Riza_Ganjar_15 jgn mutual kak suka Sara org ny rasis agama lalu klo gk nerima komenan lgsung stalk dan spam komentar di akun org mana ngurusin org makan babi🤣;2
465;Masyarakat nilai Ganjar Pranowo adalah sosok yang bisa dipercaya dalam memimpin negara Indonesia! https://t.co/1jgySqftVZ;1
466;Masyarakat nilai Ganjar Pranowo adalah sosok yang bisa dipercaya dalam memimpin negara Indonesia! https://t.co/mjZcRsfInz;2
467;Masyarakat nilai Ganjar Pranowo adalah sosok yang bisa dipercaya dalam memimpin negara Indonesia! https://t.co/uCPhNH6pRl;0
468;Penurunan Baliho Ganjar, Muslim Arbi: Rakyat Berpihak ke TNI daripada Sekjen PDIP https://t.co/N3McFtrt04;1
469;@Ganjaran_app @jokowi @ganjarpranowo Keren bajunya pak Ganjar;2
470;Kami bersama Ganjar Pranowo untuk Indonesia  #SahabatGanjar #sahabatganjarjawatimur #shabatganjarjombang #ganjarpranowopresidenri2024 https://t.co/fb5dJfJKcx;2
471;Ganjar sebut desa anti-korupsi di Jateng adalah bentuk dukungan kepada KPK! https://t.co/2PEjA1Gjbx;0
472;@VillageJaguar @ch_chotimah2 @erickthohir @ganjarpranowo Mimpi ganjar menang. Peluang besar ada di prabowo 😂;2
473;@AirinDatangLagi @jokowi Apakah ada orang yg mau mengakui atau jujur atas apa yg pernah dilakukannya ? Beda dg ganjar yg pernah bilang kalau dia suka nonton xxx gitu, apa ada yg salah kalau dia laki2 dewasa dan bekeluarga ? Tapi yg ini belum pernah ada pengakuan meski sudah dipecat dg tidak hormat.;2
474;@AirinDatangLagi @jokowi cuma politik wayang kulit/5tahunan..  Ganjar 2x timses  👉megaprabowo, menag. btw isu latarbelakang PS hilang ditelan bumi. 👉 prabowo capres, kalah. btw isu latar belakang jd senjata utama. bgaimn 2024 ?? 🤭🤭🤭 kata jokowi, 2024 jatahnya Prabowo. https://t.co/DQ4dioP5yp;0
475;Baju/kemeja ala Ganjar Pranowo akan booming, semoga ga mahal ya...;1
476;"@febriyustian_ @ganjarpranowo Justru aku lebih kasian liat kau ' kupikir kau cerdas' ternyata seorang  'Dungu...... Beliau berdua  Dwi Tunggal "" Nex Ganjar Presiden 2024_2029 @InfokomDPPPDIP""";2
477;@KakekHalal cuma politik wayang kulit/5tahunan..  Ganjar 2x timses  👉megaprabowo, menag. btw isu latarbelakang PS hilang ditelan bumi. 👉 prabowo capres, kalah. btw isu latar belakang jd senjata utama. bgaimn 2024 ?? 🤭🤭🤭 kata jokowi, 2024 jatahnya Prabowo. https://t.co/scYZzz9woD;0
478;@ENJEULL Setuju lur....;0
479;@kangen_gondrong @ganjarpranowo kasus wadas clear 100% Ketua Penolak wadas malah dapat untung Rp.11 milyar https://t.co/6DAzX9Fx7v;1
480;@AirinDatangLagi cuma politik wayang kulit/5tahunan..  Ganjar 2x timses  👉megaprabowo, menag. btw isu latarbelakang PS hilang ditelan bumi. 👉 prabowo capres, kalah. btw isu latar belakang jd senjata utama. bgaimn 2024 ?? 🤭🤭🤭 kata jokowi, 2024 jatahnya Prabowo. https://t.co/5j60APbpSH;0
481;@Restty_cayah @jokowi 😂😂😂😂😂 emang lo yakin umurnya sampe pak Jokowi pensiun jadi presiden?;2
482;Ha ha ha ha saya boleh ketawa terbahak bahak ,yang simpati kan tokoh Aceh siapa? tapi saya jamin Rakyat Aceh tidak akan tunduk hanya karna beberapa tokoh Aceh  simpati lantas partai merah menang dan mendukung Ganjar?;0
483;@pigonoplues @Riza_Ganjar_15 @dolcegust0 @tanyarlfes Bukan dia oneness.. setelah sesat dari pecahan kristen;0
484;@tempodotco Wow udah ga bener ini ganjar bego di pelihara 🤣🤣 asuuoo;0
485;@ChyanaSurdin @psi_id Itu namanya habib asu....yg menutup rezeki orang lain.;1
486;Tabik Pun 🙏  Terima kasih kepada Gubernur Jawa Tengah Bapak H. Ganjar Pranowo, S.H., M.I.P. atas Doa serta supportnya untuk Kabupaten Pesawaran Bumi Andan Jejama yang tahun ini 17 Juli 2023 genap berusia ke-16 tahun .  Bupati Pesawaran Dendi Ramadhona https://t.co/qjZOYAdgSD;0
487;Muncul 5 nama tertinggi dalam surver terbaru Pilpres 2024 : Anies Baswedan, Ganjar Pranowo, Agus Harimurti Yudhoyono, Prabowo Subianto dan Airlangga Hartarto   https://t.co/oeXMKLsU9Z;1
488;Karena antara ganjar atau prabowo sudah tak mungkin menyaingi elektabilitas anies   #aniesthenextpresiden;1
489;@SahabatSaber Ganjar lagi di Jateng 🤣 https://t.co/VO3CJmQIQa;1
490;@ganjarpranowo pokoknya pak ganjar;1
491;Ganjar Pranowo #Gubernur #Jateng mengikuti tradisi kirab malam satu Suro di #PuroMangkunegaran hari Rabu (18/07/2023) malam.  Selain nguri #budaya, tradisi ini ada sebagai simbol kultur dan agama.  #MenangkanGanjar  #GanjarBersamaRakyat 🤟  #GanjarPranowoPresiden2024 🇮🇩 https://t.co/psQm7FXhsI;0
492;@ElizarIrnold @ruhutsitompul Sehat selalu pak Ganjar... 💪;1
493;@asimtotbelok ngotorjn hastag ganjar aje lu berbi;2
494;@AirinDatangLagi @ganjarpranowo Siap klo ada yg bagi😆;2
495;@psi_id Semoga pak ganjar,satu satu nya bacapres yg akan melanjutkan program pak jokowi;2
496;@buntand @NsttRoby @SpoilerSpree Bahan gw soal anies udah lengkap, cuma lu pemuja kerang ajaib ga mau terima ya sudah kan gampangnya dibandingkan sama jagoan lu yg performa nya lari2 doang itu. Lu bilang banjir cm dipantura, nyatanya ga. Lu bilang ada wako, nyatanya ganjar janji nuntaskan banjir semarang. Bacot.;2
497;@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Sara kayak gini cepuin aja gak sih ke HR tempat lo kerja wkwkkwwk;1
498;Kabar Update : Ganjar Pranowo Sebut Relawan Punya Andil Besar dalam Pemilu @bot_berita https://t.co/JoJV99L2BA;0
499;Puluhan Masyayikh dan Habaib Kumpul di Ponpes Al Anwar Dialog Bersama Ganjar  https://t.co/eF4A4Zp5LB;0
