,Influencer,Radio,SocialMedia,TV,Sales
2241,Macro,12.6218375,0.618199397,45.0,157.508248
2242,Micro,30.28793619,5.38930619,92.0,326.9481964
2243,Micro,27.46516556,4.518231362,86.0,305.516268
2244,Nano,17.68086233,2.147842325,44.0,159.3518594
2245,Micro,19.77140766,5.607599419,65.0,229.7239327
2246,Macro,13.06947725,3.546487794,35.0,123.9146763
2247,Macro,28.6116327,5.507701839,91.0,319.3790102
2248,Micro,30.18568336,3.43784591,90.0,320.2239615
2249,Nano,1.939453608,0.658229751,13.0,49.15396788
2250,Micro,23.24355676,3.593966804,60.0,212.4125063
2251,Mega,23.87481826,4.140342969,84.0,301.0446617
2252,Mega,0.199780147,2.12760286,14.0,43.29659298
2253,Nano,13.49482792,3.186230229,22.0,76.22402052
2254,Mega,35.39746031,4.222176063,88.0,312.2336385
2255,Macro,40.24815246,2.29177786,90.0,322.5673315
2256,Mega,23.21993797,3.253903065,57.0,201.139224
2257,Mega,1.434561884,0.076376517,21.0,70.07728116
2258,Mega,16.33744378,3.886172961,31.0,109.1824297
2259,Macro,4.435772821,0.372863616,35.0,126.6539569
2260,Macro,4.73382989,3.521101635,20.0,72.85903042
2261,Macro,1.939074125,0.715073864,13.0,46.2468557
2262,Nano,14.77655678,3.728001083,35.0,121.3174042
2263,Macro,22.87767837,3.198423532,64.0,227.8855712
2264,Macro,18.70522915,2.412966303,60.0,219.7053032
2265,Macro,14.64521424,3.724788505,29.0,101.1209009
2266,Nano,24.37251496,4.798782837,62.0,223.269712
2267,Micro,36.77792785,3.933795213,89.0,322.3245283
2268,Nano,25.15940757,2.74330655,90.0,322.591039
2269,Nano,30.02345521,4.263135192,99.0,352.4450349
2270,Mega,28.59728685,6.150342746,100.0,350.2514353
2271,Mega,18.97956401,2.374604112,53.0,187.4514522
2272,Macro,11.70660872,1.951565452,35.0,121.7893093
2273,Nano,27.81491888,2.873346769,68.0,243.2864343
2274,Micro,20.74214379,4.946222913,72.0,256.7731583
2275,Macro,19.69648546,3.041314013,47.0,167.5101119
2276,Macro,14.72147021,0.316274429,12.0,47.47793366
2277,Mega,10.38645507,4.847890485,18.0,59.11681259
2278,Nano,7.68827301,3.023129063,11.0,33.69268793
2279,Macro,12.10869182,0.745238723,48.0,172.7311883
2280,Micro,35.20135777,3.687555874,92.0,330.0532934
2281,Micro,25.56191025,5.459718097,74.0,261.9668123
2282,Nano,30.57969119,5.915506812,89.0,315.2058902
2283,Macro,6.308065519,2.636176178,33.0,117.1749685
2284,Micro,31.93407082,4.645249764,98.0,349.0851437
2285,Macro,31.12311841,2.603734722,96.0,341.7670022
2286,Nano,18.67936578,1.179350528,79.0,281.2714753
2287,Nano,5.217558811,1.075065424,10.0,31.19940869
2288,Macro,2.438852131,2.350370592,21.0,65.5342542
2289,Macro,19.34885503,2.369900004,50.0,177.9553686
2290,Mega,24.92095681,2.421698753,71.0,252.2763168
2291,Nano,24.90444884,2.148412803,75.0,269.5301133
2292,Micro,34.09508164,6.181578337,78.0,274.5504178
2293,Macro,14.04193665,4.643545687,22.0,76.21534065
2294,Macro,25.78800886,5.001771868,88.0,309.2933349
2296,Nano,27.20162635,6.320749317,61.0,216.9079196
2297,Nano,23.26848576,1.478256831,47.0,172.097695
2298,Mega,30.36493938,5.110394334,72.0,259.695649
2299,Nano,33.70899235,4.448986898,95.0,337.7959528
2300,Micro,8.430632401,1.893366838,38.0,138.6744703
2301,Mega,20.82213126,4.347559873,66.0,236.3223315
2302,Mega,2.290614127,0.323279826,12.0,36.83150956
2303,Micro,20.93650521,4.774722284,47.0,166.7833803
2304,Nano,21.97177734,3.883806758,38.0,138.0010516
2305,Nano,20.1149829,3.835213717,60.0,219.9291633
2306,Macro,18.55239266,4.52416234,72.0,254.800892
2307,Nano,15.62012582,0.969789938,69.0,242.7292333
2308,Nano,32.31705024,4.646319634,92.0,328.3261337
2309,Macro,27.90078747,2.420804146,85.0,306.3800054
2310,Macro,13.4829249,2.810263336,62.0,215.1240314
2311,Nano,8.072375614,3.938810437,32.0,108.5335779
2312,Nano,16.9661789,4.938305555,57.0,202.8825806
2313,Micro,13.52767982,1.309440016,37.0,134.6971202
2314,Mega,27.77989541,5.280720518,100.0,359.0388426
2315,Micro,4.328535678,0.477257281,30.0,102.350794
2316,Macro,5.488755498,0.394929989,25.0,91.87763522
2317,Nano,2.881749041,1.83033633,26.0,96.04950486
2318,Nano,32.16939905,6.718189775,73.0,264.1399011
2319,Mega,4.590911983,1.016804919,25.0,91.08533492
2321,Micro,3.594371591,0.189194993,20.0,71.9003296
2322,Macro,7.615687099,1.294083271,29.0,107.6954038
2323,Micro,25.37570136,5.073874121,66.0,237.5702299
2324,Mega,22.44665475,6.654602404,69.0,243.8144022
2325,Micro,18.67268931,1.532240466,43.0,154.4853773
2326,Macro,20.17822304,0.653839725,63.0,227.5510354
2327,Micro,22.00041826,2.830148305,42.0,149.1916962
2328,Nano,9.383684038,1.622313049,40.0,144.2954967
2329,Macro,12.08256585,0.365613326,32.0,112.2756132
2330,Nano,13.80214449,4.654436607,40.0,144.4035676
2331,Macro,32.32893729,6.664554157,90.0,325.0674667
2332,Nano,19.08549213,2.485246038,47.0,162.5063727
2333,Macro,13.94936767,4.793888364,58.0,210.0603464
2334,Mega,10.42479883,3.18139857,31.0,113.4496403
2335,Micro,2.081858668,2.995109293,16.0,53.80315203
2336,Macro,6.175359183,1.206347827,18.0,64.05534799
2337,Nano,28.64511969,4.707488062,86.0,311.6702409
2338,Micro,15.76397898,0.890836345,31.0,112.4151112
2339,Mega,6.436900014,1.163715191,26.0,94.18913988
2340,Nano,16.49526491,0.747077391,39.0,138.1380326
2341,Micro,0.815585276,3.082830489,27.0,95.10306677
2342,Macro,14.90938897,0.172817665,47.0,164.122387
2343,Nano,23.661,3.981732914,83.0,299.3380264
2344,Nano,28.55292026,5.105355549,98.0,347.1633989
2345,Macro,15.32217522,4.379749933,61.0,222.6967685
2347,Micro,28.92082619,3.084052767,95.0,334.560397
2348,Macro,14.79008358,4.56781832,30.0,106.3487777
2349,Mega,21.79509063,5.432038429,77.0,267.7114601
2350,Nano,30.67023291,2.807285171,77.0,272.0442444
2351,Nano,18.90404688,3.609313091,46.0,161.5873361
2352,Mega,23.05922246,7.068861538,74.0,264.4598828
2353,Macro,24.57404491,8.260131069,69.0,246.9671859
2354,Micro,34.77145023,6.553819539,100.0,356.5332518
2355,Mega,29.34050811,4.968613722,92.0,329.6953424
2356,Mega,1.203624003,1.044443974,10.0,34.15884466
2357,Mega,27.41497388,2.039587033,79.0,277.9778975
2358,Macro,22.76786206,1.967175424,78.0,274.9018024
2359,Mega,36.33920355,2.480408288,96.0,345.2487017
2360,Nano,14.63163885,0.635238342,44.0,156.8632685
2361,Micro,18.08395137,3.041877866,48.0,174.7281375
2362,Micro,5.654204913,3.614718008,13.0,47.46271526
2363,Micro,5.345458831,1.836594068,27.0,96.09869452
2364,Micro,3.636114603,0.732190448,15.0,51.80370956
2365,Macro,6.790018809,1.234108294,35.0,121.9275005
2366,Nano,33.54395616,7.805689746,90.0,323.0028062
2367,Macro,23.39740195,3.27863247,86.0,307.6293178
2368,Mega,18.77736976,0.041229108,47.0,168.8951696
2369,Mega,28.08387256,3.530834327,87.0,308.8262499
2370,Micro,31.77594405,7.021627245,96.0,337.2644209
2371,Micro,1.446983796,2.921059933,15.0,56.04128018
2372,Mega,8.031844855,3.237071791,29.0,99.40704503
2373,Macro,3.497184714,1.675119633,26.0,94.28663392
2374,Micro,25.80246922,3.378647937,90.0,320.8831438
2375,Nano,8.060818299,3.624347691,32.0,113.419828
2376,Mega,9.48733807,1.971801126,43.0,151.8101792
2377,Macro,31.39714703,4.282725886,99.0,357.1114724
2378,Macro,28.65671877,3.518439608,100.0,358.4207386
2379,Macro,5.935557327,0.186156177,21.0,70.99640577
2380,Nano,23.41186612,3.38645132,84.0,304.1323083
2381,Micro,10.79687452,3.619462671,36.0,125.54135
2382,Nano,28.58653295,8.637168807,76.0,267.2726389
2383,Micro,36.36399032,4.408971244,96.0,338.293953
2384,Macro,19.57509597,4.310967846,46.0,162.3787166
2385,Macro,35.64589864,5.481844244,87.0,307.4999275
2386,Micro,8.321674582,0.139613948,30.0,104.4279501
2387,Macro,23.2144694,1.176796593,88.0,320.1736388
2388,Nano,13.22766271,5.247674761,27.0,98.78179678
2389,Nano,13.46389184,1.837696108,33.0,116.7920584
2390,Micro,13.8062023,1.953826728,34.0,120.067237
2391,Nano,9.677597999,2.621158928,21.0,72.67845873
2392,Micro,33.00440576,4.937946143,83.0,295.4563939
2393,Micro,25.43144364,4.58797385,52.0,185.7341703
2394,Mega,7.055647466,2.038211676,19.0,69.14162383
2395,Macro,13.02837169,4.531267811,29.0,103.9195235
2396,Macro,24.59918411,4.602429717,84.0,298.5811724
2397,Nano,11.84257032,3.544378981,20.0,69.63577196
2398,Mega,28.35259165,4.69537646,63.0,229.1419119
2399,Mega,8.769271983,4.472197966,18.0,63.57169598
2400,Nano,24.509163,5.201518953,90.0,324.3931698
2401,Mega,15.43683719,1.949948939,18.0,68.53864475
2403,Mega,28.18236541,4.826003841,99.0,353.0032234
2404,Macro,5.402287105,6.949626356,36.0,126.9402208
2405,Micro,19.53554781,2.056270378,68.0,245.0828176
2406,Macro,24.70953165,3.145122616,66.0,238.7796641
2407,Nano,13.19716034,2.334421349,31.0,109.6832077
2408,Micro,0.066122663,0.947359723,36.0,129.7243214
2409,Mega,28.09411494,4.630805282,61.0,215.5914833
2410,Micro,22.95583839,3.316618583,43.0,153.5383231
2411,Nano,2.8227398,2.647984558,23.0,82.07620152
2413,Mega,19.71084564,2.568993237,41.0,144.5375994
2414,Micro,35.2543515,7.879232437,95.0,337.4651734
2415,Micro,11.36731934,0.820350637,60.0,213.482651
2416,Macro,18.7292892,2.593969187,43.0,156.5390038
2417,Micro,14.37081327,0.126918813,24.0,87.31981905
2419,Macro,2.535155143,0.809429431,21.0,75.1029808
2420,Micro,11.13920205,3.30620113,28.0,103.420816
2421,Mega,12.40537883,2.253725276,51.0,182.6411494
2422,Macro,17.4557372,3.492273273,49.0,170.7516549
2423,Micro,31.41990627,6.764271255,93.0,334.0413917
2424,Macro,27.45177105,4.551897382,65.0,235.7711887
2425,Macro,4.139878602,1.573396939,47.0,164.2736798
2426,Micro,6.743957107,1.708179361,36.0,129.0150235
2427,Macro,17.86317794,4.313004614,42.0,152.6021862
2428,Macro,15.49217812,1.251590075,46.0,164.1988926
2429,Mega,1.179966599,0.939788674,10.0,34.20517016
2430,Macro,29.50164045,4.919930365,96.0,344.0900697
2431,Micro,28.055282,3.205905832,73.0,261.0790365
2432,Micro,31.49086179,2.679171631,92.0,328.5020583
2433,Macro,30.35892668,5.196090554,100.0,352.3043995
2434,Nano,26.53273409,4.434096476,54.0,193.2610151
2435,Nano,19.47415695,4.433751454,71.0,252.0522656
2436,Micro,10.97590334,0.973358699,31.0,103.1601824
2437,Mega,26.58051398,5.179786502,69.0,247.6436233
2438,Mega,27.35483097,6.16496891,92.0,325.1388659
2439,Micro,5.134350235,0.689810674,10.0,36.81113686
2440,Mega,34.3769832,5.298158719,90.0,321.4109157
2441,Mega,35.11346181,4.409213287,71.0,255.7971209
2442,Micro,31.42083841,2.9241027,100.0,357.5871303
2443,Nano,4.953746366,0.903951533,15.0,50.81086695
2444,Nano,27.34613781,4.091102903,79.0,284.7784983
2445,Nano,1.995924359,0.167337894,26.0,90.95073418
2446,Nano,32.39081231,2.967629819,87.0,310.9883193
2447,Macro,25.82738523,6.636373592,73.0,261.1560387
2448,Micro,13.90281276,0.50415037,53.0,188.0267689
2449,Macro,8.175976358,0.989815074,28.0,98.66788298
2450,Nano,18.49857849,2.407925531,54.0,193.3407786
2451,Mega,30.78177788,4.857009064,73.0,262.5100901
2452,Macro,10.70403354,3.313741031,55.0,192.2201481
2453,Macro,20.65784983,3.72670806,69.0,245.8037354
2454,Macro,20.19454619,4.263712907,29.0,107.7477433
2455,Nano,34.01181552,4.378510541,77.0,279.7063419
2456,Mega,19.87737672,2.927407367,44.0,151.1013072
2457,Micro,21.06207556,3.82003968,55.0,193.6095728
2458,Macro,7.225799684,1.333769168,24.0,81.65390429
2459,Micro,9.088533067,2.109127791,18.0,63.82023463
2460,Nano,17.03688921,0.749839536,80.0,285.037501
2461,Mega,18.00291183,3.036473483,40.0,142.3331263
2462,Nano,15.50264678,2.655940387,59.0,213.4362695
2463,Nano,21.63872186,4.977302203,80.0,283.9177917
2464,Nano,10.02438885,0.033313202,35.0,125.5127538
2465,Nano,11.11699915,0.298541858,21.0,75.67241818
2466,Nano,19.98864888,1.227231469,86.0,302.1601492
2467,Macro,33.30369314,5.275759812,95.0,335.7403031
2468,Nano,7.666725668,0.319328304,34.0,125.8416562
2469,Nano,9.616684504,4.067506017,22.0,76.62726351
2470,Mega,22.98771862,2.588135171,89.0,322.9763253
2471,Macro,30.25054026,5.5311094,83.0,296.709142
2472,Mega,18.67618628,7.608255903,54.0,188.9638766
2473,Micro,23.47473707,5.622279813,69.0,243.0745221
2474,Nano,30.68348155,2.984064744,86.0,302.816704
2475,Macro,22.11973254,2.528224806,94.0,331.4718283
2476,Macro,7.486313376,3.155098432,13.0,49.4566405
2477,Micro,27.8735925,5.378532398,90.0,317.4466236
2478,Nano,3.53866401,0.828501974,11.0,41.48489864
2479,Nano,31.13707294,7.574485845,85.0,304.7830071
2480,Micro,20.4962389,0.8425903,37.0,129.7000617
2481,Macro,10.86123463,2.575875195,16.0,51.93438844
2482,Nano,33.99132588,4.794126579,86.0,310.3503959
2483,Nano,2.838152223,0.755762023,27.0,98.34374047
2484,Micro,3.862101912,1.207369381,35.0,124.6061627
2485,Nano,6.067807963,1.960487823,16.0,60.3119441
2486,Micro,33.64967765,5.078640803,98.0,348.7073438
2487,Mega,24.66717022,6.205361221,66.0,236.4799492
2488,Nano,18.30838926,4.750979211,34.0,118.2933637
2489,Nano,27.96404564,5.055596363,66.0,232.2652984
2490,Micro,15.83879227,4.468691942,48.0,169.2070647
2491,Micro,22.51872325,2.126138663,65.0,227.3957651
2492,Micro,12.49816459,1.463925159,54.0,192.4104277
2493,Nano,30.08565306,4.965533461,89.0,314.483948
2494,Mega,3.745263481,1.877094065,24.0,83.40241283
2495,Micro,17.02920312,4.591346122,83.0,299.6631813
2496,Nano,14.19845566,3.631962564,64.0,231.7642637
2497,Macro,6.591213206,0.763794602,48.0,168.0750508
2498,Nano,32.3661171,2.549591051,97.0,351.7904738
2499,Mega,3.378004965,2.388981177,10.0,33.74191884
2500,Macro,39.10625599,8.950138985,89.0,316.1863507
2501,Mega,1.988066733,2.637867593,12.0,43.69948833
2502,Mega,10.33273313,2.29723655,35.0,125.0580855
2503,Micro,12.59696072,2.103348433,26.0,91.81486029
2504,Nano,29.23658685,8.323847071,60.0,210.1216408
2505,Mega,28.25824209,4.849899418,84.0,298.1240103
2506,Macro,13.68058332,2.503554117,36.0,125.8172447
2507,Mega,22.66547098,2.926556978,82.0,291.8371949
2508,Nano,22.5334402,1.805945665,67.0,241.3052379
2509,Micro,16.00345822,5.979958691,34.0,117.5767924
2510,Micro,27.55549019,2.927052434,73.0,258.4451317
2511,Nano,37.14666656,6.341597116,100.0,355.1093911
2512,Mega,0.675873706,3.25992037,11.0,39.78232893
2513,Macro,12.02782682,0.297664101,53.0,184.1005902
2514,Mega,8.222252441,0.500016101,13.0,45.41847675
2515,Nano,17.54113274,4.515252989,50.0,180.1869834
2516,Mega,35.19842223,5.380117436,82.0,290.437967
2517,Micro,26.13090993,8.160684173,43.0,157.4749203
2518,Micro,10.88647478,1.949233449,22.0,78.92808435
2519,Nano,15.31567266,0.605210374,42.0,145.500278
2520,Micro,21.37608291,4.584668421,66.0,236.5744786
2521,Nano,31.23012284,7.478934482,92.0,330.3909663
2522,Macro,27.63860309,6.434458431,71.0,251.9798305
2523,Mega,16.11600234,1.698185318,48.0,168.0050349
2524,Macro,12.10063922,2.98563609,12.0,42.68958063
2525,Nano,10.17960343,1.182064453,20.0,69.84162145
2526,Macro,7.633014867,4.595993855,11.0,40.91116356
2527,Nano,4.91886598,0.39581294,36.0,127.4281858
2528,Mega,14.21822384,2.842302575,50.0,179.4987637
2529,Micro,12.28524638,0.224403383,39.0,131.8205648
2530,Mega,14.92296684,4.218225759,58.0,207.7139558
2531,Micro,28.06805667,4.932782548,77.0,274.1199892
2532,Nano,18.27354261,4.86975182,51.0,177.2435407
2533,Nano,15.19533858,0.735757833,48.0,168.7684729
2534,Mega,11.09126345,0.95375194,25.0,88.89038327
2535,Micro,5.381640531,0.013626625,31.0,102.5835669
2536,Mega,22.55656827,3.67613635,86.0,303.7166426
2537,Macro,27.85366422,4.163342937,77.0,275.028505
2538,Micro,20.13887118,1.706797882,79.0,279.9790285
2539,Nano,13.33536154,2.344050692,32.0,116.1443174
2540,Micro,2.386864323,0.60145585,19.0,63.1760749
2541,Micro,37.59513773,5.830734367,98.0,350.3979263
2542,Mega,1.593057415,2.974800702,35.0,128.4690345
2543,Micro,26.02847298,5.427977765,59.0,215.7912974
2544,Macro,31.97400407,6.8890137,80.0,288.9961214
2545,Micro,19.74043808,3.888113029,52.0,183.6277168
2546,Micro,3.31555073,0.424423006,20.0,71.75423315
2547,Mega,8.801618847,1.652085483,16.0,58.15906088
2548,Macro,31.55107466,5.170242248,97.0,350.0908826
2549,Micro,0.014486494,1.47170989,13.0,45.03232579
2550,Nano,11.93316821,0.379865341,41.0,144.6284015
2551,Micro,6.751330815,0.436407096,31.0,109.4019308
2552,Mega,6.215195866,5.315751143,38.0,138.3211236
2553,Macro,10.13915927,0.323433508,40.0,141.588694
2554,Mega,30.38715716,5.554089658,92.0,328.955878
2555,Macro,32.63667971,6.619127623,85.0,304.419999
2556,Macro,5.147269556,0.515674511,29.0,106.9499394
2557,Micro,27.16698915,1.952594516,51.0,185.1461543
2558,Nano,27.73499051,5.223389145,80.0,285.4256742
2559,Macro,13.72417939,0.403192075,23.0,85.07028547
2560,Macro,26.52121969,8.80643288,82.0,295.120769
2561,Macro,18.80024331,3.090105563,79.0,280.469538
2562,Mega,29.88066383,3.144183213,88.0,314.2050324
2563,Mega,9.081157279,2.338192893,18.0,65.65345809
2564,Micro,9.560125465,1.010489382,58.0,206.4083305
2565,Nano,17.98433334,1.719860401,40.0,144.9588328
2566,Mega,26.62195735,3.352122062,78.0,282.0505985
2567,Micro,9.997653399,3.082762553,34.0,119.1270308
2568,Micro,18.99043686,2.714217977,47.0,168.0814469
2569,Micro,8.991212405,0.950586255,18.0,62.63569997
2570,Macro,26.21705634,5.481302028,65.0,228.0181448
2571,Mega,5.777996595,0.342541946,21.0,66.49664423
2572,Micro,29.83428924,2.578412201,84.0,296.1422357
2573,Micro,5.55931568,2.410001518,22.0,80.30333838
2574,Macro,34.1858967,3.882799492,85.0,301.1306898
2575,Mega,21.10276132,1.895651693,48.0,166.6313611
2576,Nano,9.169823519,0.067278862,21.0,73.88883844
2577,Macro,12.58996505,1.843294988,42.0,145.3078747
2578,Macro,6.527093405,4.829395036,26.0,89.66739821
2579,Micro,13.92505939,3.029450851,33.0,113.9643617
2580,Macro,6.886104824,3.476852778,11.0,37.11199279
2581,Mega,11.41018973,2.206969456,44.0,156.3562456
2582,Nano,7.275071751,3.573620196,41.0,143.3844892
2583,Macro,34.14759364,6.433184714,77.0,270.3489805
2584,Mega,13.81986703,1.308923021,40.0,142.174681
2585,Nano,11.02127115,2.528031813,35.0,123.1258504
2586,Macro,15.50500023,2.07810808,43.0,149.1630186
2587,Mega,27.44053749,2.943291647,79.0,276.9901608
2588,Nano,15.02863648,1.608618992,25.0,88.14692956
2589,Micro,9.020878057,1.983441738,46.0,162.2787476
2590,Mega,10.00031472,0.039404657,37.0,132.621346
2591,Micro,20.19360374,4.269134455,45.0,158.8948494
2592,Nano,8.827911582,3.775343168,27.0,93.1858473
2593,Nano,7.138058437,2.684297188,21.0,73.52872631
2594,Nano,20.90492829,1.336251172,36.0,129.4954835
2595,Micro,0.233438486,0.44392485,15.0,48.34134583
2596,Mega,31.21632112,5.677709042,82.0,290.9593633
2597,Macro,12.93722066,3.647490817,63.0,228.0006715
2598,Nano,20.53619813,4.65380506,80.0,288.3128639
2599,Macro,13.051953,2.381356122,34.0,123.3031219
2600,Nano,9.448712198,0.656320737,39.0,133.3903142
2601,Macro,28.35233604,3.111934148,83.0,302.2268785
2602,Nano,26.68858037,7.527451339,75.0,267.6007639
2603,Macro,28.69482119,1.184927259,96.0,347.6217435
2604,Mega,31.35910881,3.82809637,85.0,304.4568708
2605,Mega,0.841225477,0.663195999,23.0,82.48651058
2606,Macro,25.32678512,5.133571929,88.0,311.6614353
2607,Micro,9.429549985,0.617180797,39.0,138.2677026
2608,Nano,9.739491458,3.319238042,17.0,60.70006263
2609,Mega,14.9101453,3.247083339,23.0,80.12635487
2610,Nano,16.35728777,0.910704373,38.0,131.0122933
2611,Nano,22.27987654,2.004705935,67.0,241.6568055
2612,Macro,21.05815129,5.146705872,70.0,249.8114662
2613,Mega,23.88464708,4.74068007,62.0,219.8811188
2614,Macro,19.36532701,7.680491394,55.0,193.5565201
2615,Mega,22.15841736,2.535527683,75.0,263.5079422
2616,Nano,30.68709234,1.275253398,87.0,310.8153236
2617,Micro,15.74523453,0.344629786,45.0,157.924518
2618,Micro,18.58905369,2.780680191,86.0,304.9511132
2619,Mega,25.32034737,6.524476741,80.0,288.3030984
2620,Micro,11.66355563,0.421868807,36.0,130.1610471
2621,Micro,14.35188944,3.039988379,41.0,147.3946664
2622,Macro,32.18271929,3.791252056,89.0,316.5400344
2623,Macro,9.634628021,4.311247152,32.0,117.1260827
2624,Micro,22.10773802,0.785405303,95.0,344.8519006
2625,Nano,24.53154648,5.517524789,80.0,286.0021775
2626,Micro,22.82931149,6.750361981,56.0,196.5688926
2627,Micro,1.546544558,0.259152416,36.0,128.3416589
2628,Nano,32.50731066,6.995889112,92.0,331.0238396
2629,Nano,18.12225321,6.685431919,54.0,194.0358153
2630,Micro,6.717837678,2.14724259,16.0,57.62621438
2631,Macro,6.327931043,1.110666769,11.0,40.16005595
2632,Mega,14.52240349,2.871804552,58.0,209.8950004
2633,Macro,4.55390149,0.028845079,12.0,44.26360954
2634,Mega,17.84797223,3.732882382,27.0,95.68459403
2635,Nano,7.528707085,0.62760563,14.0,54.68936909
2636,Micro,24.27373202,2.836324904,63.0,220.8635879
2637,Nano,18.0141482,1.533416779,57.0,202.3870613
2638,Nano,9.288699517,4.01258944,31.0,112.3453068
2639,Macro,16.93806801,0.071734979,49.0,175.9464773
2640,Micro,14.48421832,0.612035667,32.0,112.9942153
2641,Mega,30.92426092,4.636847457,86.0,304.5374673
2642,Nano,9.465577577,3.693051043,17.0,63.82033234
2643,Micro,12.55262291,1.431271991,34.0,118.9983017
2644,Macro,23.3830835,6.09007978,69.0,246.8754116
2645,Mega,13.50408741,1.5672662,40.0,139.0751487
2646,Micro,27.5636699,1.277631295,80.0,284.0579455
2647,Mega,25.22857993,1.980812384,70.0,251.403637
2648,Mega,19.24574054,0.229962294,36.0,123.30723
2649,Macro,4.015279347,0.073865848,21.0,73.51436294
2650,Micro,32.26545634,5.473180079,90.0,317.3858125
2651,Macro,6.770558288,0.753333515,18.0,69.64708343
2652,Micro,16.95506909,3.637021955,22.0,78.03576719
2653,Macro,15.43129391,3.006825317,72.0,258.0288425
2654,Micro,16.48492471,1.282186653,44.0,157.0058879
2655,Mega,31.37888985,3.74603739,89.0,318.7830508
2656,Macro,33.22895595,5.27459422,89.0,321.2773925
2657,Nano,23.78188165,1.048029693,60.0,213.2724719
2658,Nano,9.080773683,3.203523671,42.0,146.9101496
2659,Mega,27.29885728,2.750432923,82.0,289.5230097
2660,Nano,32.90246875,4.878579353,98.0,349.5406063
2661,Micro,30.91030003,7.642073563,87.0,310.8008998
2662,Macro,29.09432783,4.46136209,72.0,256.1411528
2663,Nano,22.68934587,4.243392228,57.0,200.7843525
2664,Micro,15.75354548,0.714255601,45.0,157.6297256
2665,Mega,6.092326337,2.210370127,15.0,53.9003205
2666,Macro,17.18990789,0.237534685,21.0,73.14737548
2667,Macro,27.32209399,2.769970013,99.0,351.3896605
2668,Macro,14.23628106,1.756967978,33.0,118.7427187
2669,Nano,12.27441919,0.323515501,28.0,95.35275739
2670,Macro,8.871398971,3.545252188,43.0,154.0226563
2671,Macro,4.450937443,3.332875723,13.0,46.04861925
2672,Micro,10.43400455,2.627862541,14.0,49.6229099
2673,Micro,23.04076574,5.078547759,63.0,225.4093744
2674,Macro,13.19598147,0.423432855,39.0,139.1971639
2675,Macro,3.580580052,0.165207857,21.0,74.51676782
2676,Macro,20.9722448,2.587763209,64.0,230.6616991
2677,Mega,20.73205864,5.623284528,57.0,207.4863233
2678,Mega,26.76644607,3.817537409,84.0,294.202871
2679,Nano,33.39604904,4.480487867,92.0,321.7504669
2680,Macro,19.60865788,2.15523984,58.0,210.4584896
2681,Macro,9.006915909,1.575542558,40.0,139.5806481
2682,Macro,21.17876903,1.700145413,70.0,250.4826895
2683,Nano,7.518263983,1.381464824,20.0,68.42501013
2684,Nano,17.69173462,3.241365169,60.0,216.0789617
2685,Micro,26.52648147,7.958528174,95.0,336.3691573
2686,Mega,14.19652687,0.137827823,50.0,174.8740677
2687,Macro,33.56740156,6.740516964,100.0,353.6220534
2688,Macro,25.80629941,0.788523459,89.0,316.7094486
2689,Micro,8.019407584,0.780992605,47.0,163.5669052
2690,Nano,15.70133839,0.377178568,47.0,172.1412058
2691,Nano,25.91833389,4.768469714,70.0,252.1067578
2692,Macro,8.503710547,3.662492615,29.0,101.7461246
2693,Micro,13.13494165,2.703723754,64.0,223.5338943
2694,Macro,29.75675332,3.156460901,77.0,279.061514
2695,Mega,18.2630567,4.050816325,50.0,180.4424011
2696,Micro,17.19214314,1.894452133,21.0,77.19592466
2698,Nano,26.47185629,6.427113657,65.0,233.8431002
2699,Micro,10.3027251,3.030377184,30.0,108.1222192
2700,Macro,20.35389675,3.989674716,46.0,165.8408051
2701,Mega,23.62333336,0.386922712,61.0,219.3898315
2702,Micro,17.98193992,1.675082402,72.0,248.8023789
2703,Nano,14.01695152,3.105424638,39.0,142.3453845
2704,Macro,32.49473058,6.186571761,97.0,347.8776156
2705,Mega,38.17605375,6.963602725,87.0,307.416326
2706,Micro,32.45209007,4.445174089,89.0,324.5892769
2707,Micro,7.734769762,1.820901371,36.0,124.7621206
2708,Nano,19.08371682,2.884634332,60.0,211.6521752
2709,Mega,12.66996639,1.461187917,19.0,69.7213785
2710,Nano,12.87917212,0.569848093,24.0,84.35561875
2711,Mega,25.10714076,7.154155755,56.0,201.3638581
2712,Macro,17.00947877,6.048201516,66.0,240.4988996
2713,Nano,31.57090079,5.354754236,91.0,331.8671743
2714,Nano,13.28316032,1.042497914,65.0,234.9536246
2715,Micro,20.55128397,1.437485088,56.0,200.475809
2716,Nano,9.726088372,0.863382785,21.0,75.92780039
2717,Nano,17.23864858,7.172554439,52.0,188.9634803
2718,Mega,10.56614422,2.638889554,36.0,128.4165943
2719,Mega,25.06755404,3.429945412,79.0,285.761592
2720,Macro,21.60479931,4.666188365,74.0,261.4717905
2721,Nano,26.41066438,5.163949549,84.0,298.9711942
2722,Macro,18.95737635,2.877555299,51.0,183.4840455
2723,Micro,4.218479595,2.092680162,20.0,68.12363535
2724,Micro,12.22988349,5.542360445,20.0,75.93383288
2725,Micro,17.45057273,3.797949477,45.0,156.7943081
2726,Nano,20.35692774,1.927395643,63.0,222.5016725
2727,Mega,27.1165686,4.626630461,82.0,291.5314175
2728,Nano,13.70486746,2.218968013,43.0,151.2688729
2729,Nano,2.563279595,2.194326393,10.0,36.91917963
2730,Mega,6.698580072,2.975868625,28.0,97.08322836
