title,link,date,content,is_fake,media_bias
Foto Puan Maharani dan Megawati Main Judi Slot,https://www.kompas.com/cekfakta/read/2023/03/01/143400082/-hoaks-foto-puan-maharani-dan-megawati-main-judi-slot,2023-03-01,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Foto petinggi Partai Demokrasi Indonesia Perjuangan (PDI-P) yakni Puan Maharani dan Megawati Soekarnoputri diunggah oleh sebuah akun Facebook. Dalam foto itu mereka menunjukkan ponsel berisi tampilan judi slot.Foto itu menampilkan Puan yang mengenakan pakaian kuning, sementara Megawati berbaju coklat.Berdasarkan hasil penelusuran tim Cek Fakta Kompas.com, foto itu merupakan hasil edit alias hoaks.Foto Puan dan Megawati bermain judi slot, disebarkan oleh akun Facebook ini pada Minggu (26/2/2023). Arsipnya dapat dilihat di sini.Berikut narasi yang disematkan bersama foto:Nenek lampir pemimpin partai banteng bercula satu lagi main slot bersama anaknya kang matiin micKapan lu tobat nekSemoga om ganjar keluar dari partainya nenek lampir partai banteng bercula satu#Cuma orang goblok yang mau jadi babunya nenek lampir partai banteng bercula satuFoto yang beredar di media sosial merupakan rekayasa atau hasil edit.Dari hasil pencarian reverse image melalui Google Images, foto itu merupakan swafoto Puan dan Mega ketika Lebaran 2022.Dalam foto itu, ponsel yang dipegang oleh Megawati menampilkan Presiden Joko Widodo dan istrinya Iriana.Foto di media sosial telah diedit dengan mengubah layar ponsel yang menampilkan Jokowi dan istrinya, menjadi tampilan judi slot.Mereka sedang melakukan panggilan video dalam rangka silaturahmi virtual, merayakan Idul Fitri.Pada foto selanjutnya, tampak Ketua DPR dan tersebut sedang bertatapan dengan ponsel tersebut.Foto Puan dan Megawati bermain judi slot adalah hoaks.Itu adalah foto manipulasi, yakni dengan mengedit unggahan foto di Instagram Puan. Dalam foto aslinya, ponsel itu menampilan Jokowi dan istrinya.",1,netral
Jokowi Hadiri Upacara Pemakaman Ferdy Sambo,https://www.kompas.com/cekfakta/read/2023/03/01/123000382/hoaks-jokowi-hadiri-upacara-pemakaman-ferdy-sambo,2023-03-01,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan memuat hoaks bahwa Presiden Joko Widodo menghadiri upacara pemakaman mantan Kepala Divisi Profesi dan Pengamanan Polri, Ferdy Sambo.Sebelumnya, majelis hakim Pengadilan Negeri (PN) Jakarta Selatan menjatuhkan vonis hukuman mati kepada Sambo pada 13 Februari 2023 lalu.Hakim menyatakan Sambo terbukti secara sah dan meyakinkan bersalah melakukan pembunuhan berencana terhadap Nofrianysah Yosua Hutabarat atau Brigadir J.Narasi soal Presiden Jokowi menghadiri upacara pemakaman Sambo muncul di Facebook, salah satunya dibagikan oleh akun ini.Akun tersebut membagikan sebuah video berdurasi 9 menit 26 detik pada 27 Februari 2023 dengan judul:S4MBO M3NJEMPUT AJ4L, JOKOWI HADIR LANGSUNG PROSES P£MAK4MAN SAMBO HARI INIDalam thumbnail video tersebut tampak sejumlah polisi tengah melakukan upacara pemakaman, selain itu juga terdapat gambar Jokowi. Pada thumbnail video terdapat keterangan demikian:KABAR DUKA DARI SAMBOJOKOWI HADIRI LANGSUNG UPACARA PEMAKAMAN FSTim Cek Fakta Kompas.com menelusuri thumbnail video menggunakan teknik reverse image search.Hasilnya, gambar sejumlah polisi tengah melakukan upacara pemakaman identik dengan foto pada artikel berita Kompas.com ini.Foto tersebut merupakan momen upacara pemakaman Bripka Rahmat Effendy, anggota Subdit Registrasi dan Identifikasi (Regident) Ditlantas Polda Metro Jaya pada 26 Juni 2019. Rahmat tewas karena ditembak oleh sesama polisi, Brigadir Rangga Tianto.Dalam gambar aslinya, tidak tampak Jokowi menghadiri upacara pemakaman. Sehingga dapat dipastikan gambar tersebut merupakan hasil rekayasa.Sementara, dalam video yang beredar tidak ditemukan informasi bahwa Jokowi menghadiri upacara pemakaman Ferdy Sambo.Narator dalam video hanya membacakan artikel di laman Tribun Kaltim ini berjudul, “Ferdy Sambo cs Lakukan Perlawanan, Hukuman Mati Bisa Tertunda Bahkan Dibatalkan”.",1,netral
"Rafael Alun Trisambodo Mengamuk, Asetnya Disita Sri Mulyani",https://www.kompas.com/cekfakta/read/2023/02/28/171800782/-hoaks-rafael-alun-trisambodo-mengamuk-asetnya-disita-sri-mulyani,2023-02-28,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Komisi Pemberantasan Korupsi (KPK) akan memanggil mantan pejabat Direktorat Jenderal Pajak Kementerian Keuangan, Rafael Alun Trisambodo, pada Rabu (1/3/2023).Rafael dipanggil untuk mengklarifikasi laporan harta kekayaan penyelenggara negara (LHKPN) dengan faktual harta yang dimiliki.Rafael merupakan ayah dari tersangka penganiayaan MDS, yang belakangan menjadi sorotan karena kekayaannya.Berdasarkan LHKPN yang disampaikan pada 31 Desember 2021, Rafael memiliki harta kekayaan hingga Rp 56,1 miliar.Di media sosial tersiar narasi bahwa Rafael mengamuk lantaran asetnya disita oleh Menteri Keuangan (Menkeu) Sri Mulyani.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu hoaks.Video yang menyebut Rafael mengamuk karena asetnya disita, diunggah oleh akun Facebook ini pada Minggu (26/2/2023).Berikut judul yang tertera pada video:Rafael Tri Sambodo Ngamuk !! Tak Terima Asetnya Disita Sri MulyaniVideo yang beredar memperlihatkan Menkeu Sri Mulyani membacakan surat tugas pemeriksaan pelanggaran disiplin terhadap RAT.Video itu sama dengan video konferensi pers Sri Mulyani pada Jumat (24/2/2023). Video itu turut disiarkan YouTube Kompas.com dan video serupa muncul pada menit ke-26 detik ke-20.Sebelumnya, Sri Mulyani telah mencopot Rafael dari jabatannya. Keputusan ini berdasarkan Pasal 31 ayat (1) Peraturan Pemerintah Nomor 94 Tahun 2021 mengenai Disiplin Pegawai Negeri Sipil.Sri Mulyani tidak menyampaikan mengenai penyitaan aset Rafael. Bahkan, ia masih berstatus sebagai aparatur sipil negara (ASN). Adapun Rafael mengundurkan diri dari statusnya sebagai ASN pada 24 Februari 2023.Sementara, narator dalam video tidak menyertakan bukti atau fakta mengenai Rafael yang mengamuk. Narator hanya membacakan artikel dari Seword yang diunggah pada Rabu (22/2/2023).Artikel itu berisi opini atas pengungkapan dugaan penyelewengan dana oleh Rafael, buntut dari kasus penganiayaan yang dilakukan MDS.",1,netral
Megawati Dilarikan ke Rumah Sakit,https://www.kompas.com/cekfakta/read/2023/02/28/161700582/-hoaks-megawati-dilarikan-ke-rumah-sakit,2023-02-28,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah video di Facebook menyebutkan, Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDI-P) Megawati Soekarnoputri dilarikan ke rumah sakit.Klaim itu dikaitkan dengan pernyataan kontroversial Megawati mengenai ibu-ibu pengajian yang dinilai tak dapat mengatur waktu dan cenderung menelantarkan anak.Pernyataan itu disampaikan dalam acara kick off Pancasila Dalam Tindakan yang disiarkan di kanal YouTube BKKBN, Kamis (16/2/2023).Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi bahwa Megawati dilarikan ke rumah sakit adalah hoaks.Informasi mengenai Megawati dilarikan ke rumah sakit, diunggah oleh akun Facebook ini pada Minggu (26/2/2023). Arsip unggahannya dapat dilihat di sini.Unggahan video berdurasi 8 menit 21 detik itu berisi kumpulan cuplikan pidato dan wawancara Megawati, serta pengajian oleh Mamah Dedeh.Berikut judul yang disematkan dalam video:Serius ! M£g4w4ti Di Lar1kan Ke Rumah S4kit, H1n4an Terhadap Peng4jian Berujvng Tr4gis !!Video yang beredar di media sosial memuat judul, cuplikan, dan narasi yang berlainan.Kompas.com mengambil tangkapan layar dari salah satu cuplikan video tersebut yang menampilkan Megawati sedang berbicara menggunakan mikrofon.Hasil pencarian gambar Yandex menunjukkan klip itu mirip dengan video di kanal YouTube BeritaSatu yang diunggah pada 25 Oktober 2015.Sementara, narator video membacakan artikel dari situs Warta Ekonomi yang diunggah pada 20 Februari 2023. Artikel itu membahas soal pernyataan kontroversial Megawati mengenai ibu-ibu pengajian.Adapun pada Minggu (26/2/2023) tidak ada kabar atau sumber resmi yang membuktikan bahwa Megawati dilarikan ke rumah sakit.Dilansir Kompas.com, Sekretaris Jenderal (Sekjen) PDI-P Hasto Kristiyanto memberikan penjelasan kepada publik terkait pernyataan Megawati.Dia mengatakan, Megawati tidak melarang perempuan untuk mengikuti pengajian, melainkan menyarankan agar mereka dapat melakukan manajemen rumah tangga.Narasi yang menyebut Megawati dilarikan ke rumah sakit adalah hoaks. Video tersebut berisi cuplikan, narasi, serta judul yang berlainan.Video itu membahas mengenai pernyataan kontroversial Megawati, tetapi tidak menyajikan fakta atau bukti atas klaim pada judulnya.",1,netral
NU dan Muhammadiyah Serukan untuk Tidak Memilih PDI-P,https://www.kompas.com/cekfakta/read/2023/02/28/141400682/-hoaks-nu-dan-muhammadiyah-serukan-untuk-tidak-memilih-pdi-p,2023-02-28,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Pernyataan Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDI-P) Megawati Soekarnoputri tentang ibu-ibu yang suka pengajian tapi lalai mengurus anak, ramai diperbincangkan di media sosial.Sejumlah pihak, terutama kelompok Islam, mengkritik pernyataan Megawati itu.Setelah pernyataan Megawati itu ramai di media sosial, muncul sebuah unggahan yang mengeklaim bahwa dua organisasi Islam di Indonesia, yakni Nahdlatul Ulama (NU) dan Muhammadiyah, menyerukan untuk tidak memilih PDI-P dalam Pemilihan Umum (Pemilu) 2024.Namun setelah ditelusuri narasi tersebut tidak benar atau hoaks.Narasi yang menyebut bahwa NU dan Muhammadiyah menyerukan untuk tidak memilih PDI-P di Pemilu 2024 muncul di Facebook, salah satunya dibagikan oleh akun ini.Akun tersebut membagikan sebuah video berdurasi 7 menit 21 detik pada 27 Februari 2023 dengan judul:Muhammadiyah & Nu Bersatu !! Serukan Tidak Pilih Pdip Di 2024.Akun Facebook Tangkapan layar Facebook narasi yang menyebut bahwa NU dan Muhammadiyah menyerukan tidak memilih PDI-P di Pemilu 2024Berdasarkan penelusuran yang dilakukan oleh Tim Cek Fakta Kompas.com dalam video tersebut tidak ditemukan informasi bahwa NU dan Muhammadiyah menyerukan untuk tidak memilih PDI-P di Pemilu 2024.Faktanya, narator dalam video membacakan artikel di laman Suara.com ini, berjudul “Buntut Pidato Usik Ibu-Ibu Pengajian, Megawati Dilaporkan ke Komnas Perempuan”.Artikel tersebut informasi tentang dilaporkannya Megawati ke Komnas Perempuan oleh koalisi pegiat HAM Yogyakarta.Megawati dilaporkan karena pernyataan mengenai ibu-ibu yang mengikuti pengajian, namun lalai mengurus anak mereka.Di samping itu, narator juga membacakan artikel di laman Tempo.co ini berjudul “Hasto PDIP Sebut Pidato Megawati soal Ibu-ibu Pengajian Harus Dilihat Menyeluruh”. Artikel tersebut memuat tanggapan dari Sekretaris Jenderal PDI-P, Hasto Kristiyanto setelah Megawati dilaporkan oleh koalisi pegiat HAM Yogyakarta ke Komnas Perempuan. Hasto menjelaskan, pidato yang disampaikan Mega itu mesti dilihat secara menyeluruh. Sebab, menurut dia, pidato Megawati tersebut basisnya adalah masalah keluarga, bukan pengajian. Sebelumnya, baik Pengurus Besar Nahdlatul Ulama (PBNU)  dan Pimpinan Pusat (PP) Muhammadiyah telah menyatakan bahwa tidak akan terlibat politik praktis. ",1,netral
"Pesan WhatsApp ""Giveaway"" RANS Entertainment dari Trans7",https://www.kompas.com/cekfakta/read/2023/02/28/131300682/-hoaks-pesan-whatsapp-giveaway-rans-entertainment-dari-trans7,2023-02-28,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Tersiar pesan WhatsApp mengatasnamakan stasiun televisi swasta Trans7, yang menginformasikan mengenai pemberian hadiah dari RANS Entertainment.Pesan itu memberikan kode pin pemenang dan penerima pesan diminta untuk menghubungi nomor WhatsApp lain yang tertera pada pesan.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar alias hoaks.Pesan dari Trans7 yang menginformasi pemberian hadiah dari RANS Entertainment, diunggah oleh sejumlah akun seperti ini dan ini.Berikut isi pesan dari tangkapan layar yang diunggah pada 16 Februari 2023:Kami Dari Pihak TRANS7Sebelumnya Kami Sampaikan Melalui VIA WhatsappAnda Terpilih Sebagai Pemenang Resmi Mendapatkan Hadiah Rp.50,000,000 JutaDari GIVEAWAY RANS ENTERTAINMENT Dengan Kode Pln PEmenang: (25A477).INFO PENGURUSAN HADIAH!!!WHATSAPP: 6281260562349SILAHKAN KLIK: wa[dot]me/6281260562349Disponsori Oleh: RAFI AHMAD & NAGITA SLAVINAKETERANGAN!!!Giveaway Ini Secara Random Untuk Seluruh Wilayah Indonesia.Pesan mengatasnamakan Trans7 yang menginformasikan pembagian hadiah merupakan hoaks.Melalui pantauan Kompas.com, situs resmi Trans7 dan RANS Entertainment tidak sedang mengadakan pemberian hadiah seperti yang tertera di pesan.Pada 27 Januari 2021, Trans7 telah mengimbau mengenai giveaway atau pemberian hadiah mengatasnamakan pihaknya melalui TikTok resmi @officialtrans7.Video itu merekonstruksikan korban penipuan, di mana dia telah mengirim sejumlah uang kepada pelaku sebagai syarat mendapat hadiah.Padahal hadiah yang dijanjikan tidak pernah ada.""Hati-hati! Trans7 tidak pernah meminta imbalan apa pun kepada para pemenang giveaway. Hati-hati terhadap oknum mengatasnamakan Trans7 yang mengenakan ID card,"" ucap karyawan Trans7 dalam video.",1,netral
Jokowi Lantik Bharada E Jadi Jenderal Termuda,https://www.kompas.com/cekfakta/read/2023/02/27/185500382/-hoaks-jokowi-lantik-bharada-e-jadi-jenderal-termuda,2023-02-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan memuat hoaks bahwa Presiden Joko Widodo melantik Richard Eliezer atau Bharada E menjadi jenderal.Selain itu, dalam konten tersebut terdapat narasi soal Bharada E menjadi jenderal termuda Polri.Adapun Bharada E merupakan terpidana kasus pembunuhan berencana Nofriansyah Yosua Hutabarat atau Brigadir J.Dia divonis hukuman 1 tahun 6 bulan penjara oleh majelis hakim Pengadilan Negeri Jakarta Selatan pada 15 Februari 2023.Narasi soal Presiden Jokowi melantik Bharada E menjadi jenderal muncul di Facebook, salah satunya dibagikan oleh akun ini. Akun tersebut membagikan sebuah video berdurasi 8 menit 59 detik pada 25 Februari 2023 dengan judul:LANGSUNG DI LANTIK DI ISTANA KE PRESIDENAN JOKOWI RESMIKAN BARADA E, JADI JENDERAL TERMUDA—Dalam thumbnail video tersebut terdapat gambar Jokowi yang tengah melantik seorang anggota Polri di Istana Merdeka. Gambar tersebut diberi keterangan demikian:LANGSUNG DARI ISTANA KE PRESIDENAN JOKOWI RESMIKAN BHARADA E, JADI JENDERAL TERMUDAAkun Facebook Tangkapan layar Facebook narasi yang menyebut bahwa Bharada E dilantik menjadi jenderal oleh Presiden JokowiTim Cek Fakta Kompas.com menelusuri gambar pada thumbnail video yang menampilkan Jokowi tengah melantik anggota Polri.Berdasarkan penelusuran dengan metode reverse image search, gambar itu identik dengan foto di berita Antaranews.com.Foto tersebut memperlihatkan peristiwa ketika Jokowi melantik Jenderal (Pol) Idham Azis menjadi Kepala Kepolisian RI (Kapolri) pada 2019.Setelah disimak hingga tuntas, tidak terdapat informasi mengenai pelantikan Bharada E menjadi jenderal termuda.Narator video membacakan artikel Kompas.com berjudul “Tak Dipecat, Bharada E Diberi 3 Sanksi Lewat Sidang Etik Polri”.Artikel tersebut memberitakan soal hasil sidang putusan Komisi Kode Etik Polri (KKEP) yang menjatuhkan tiga sanksi terhadap Bharada E.",1,netral
"Diperiksa KPK 5 Jam, Rafael Alun Trisambodo Terancam Dimiskinkan",https://www.kompas.com/cekfakta/read/2023/02/27/161600382/-hoaks-diperiksa-kpk-5-jam-rafael-alun-trisambodo-terancam-dimiskinkan,2023-02-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Mantan Kepala Bagian Umum Kantor Wilayah Direktorat Jenderal Pajak (DJP) Jakarta Selatan II, Rafael Alun Trisambodo, menjadi sorotan publik buntut kasus penganiayaan yang melibatkan anaknya, Mario Dandy Satrio.Rafael disorot karena memiliki harta mencapai Rp 56,1 miliar. Jumlah tersebut dinilai janggal karena Rafael merupakan pegawai golongan eselon III.Komisi Pemberantasan Korupsi (KPK) berencana memanggil Rafael untuk mengklarifikasi Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) yang terakhir dilaporkan pada 2021.Kemudian, sebuah unggahan mengeklaim bahwa Rafael telah diperiksa selama lima jam oleh KPK dan ditemukan adanya penyelewengan, sehingga Rafael terancam dimiskinkan.Setelah ditelusuri, narasi tersebut tidak benar atau hoaks.Narasi bahwa Rafael Alun Trisambodo terancam dimiskinkan muncul di Facebook, salah satunya dibagikan oleh akun ini. Akun tersebut membagikan sebuah video berdurasi 8 menit 23 detik dengan judul:BUKT1² BE MENG3JUTKAN TEMUAN KPK ADA D4NA PENY3LENGAN SELAMA MENJABAT DI KANTOR P4JAK !!Sementara dalam thumbnail video terdapat gambar Rafael sedang digiring oleh dua polisi dengan latar belakang gedung KPK. Gambar tersebut diberi keterangan demikian:5 JAM DI PERIKSA KPK RAFAEL TRI SAMBODO TERANCAM DIMISKINKANBerdasarkan penelusuran Tim Cek Fakta Kompas.com, dalam video tersebut tidak terdapat informasi bahwa Rafael Alun Trisambodo terancam dimiskinkan.Narator justru membacakan artikel di laman ini, berudul, “Urusan Rafael KPK Ngegas, Soal Formula E Malah Bungkam!”. Artikel tersebut memuat opini yang membandingan penanganan kasus dugaan korupsi formula E dengan penanganan kejanggalan harta Rafael Alun Trisambodo.Beberapa klip dalam video juga tidak terkait dengan narasi bahwa Rafael terancam dimiskinkan. Klip yang menampilkan Menteri Keuangan Sri Mulyani Indrawati merupakan potongan video di Kompas TV ini.Dalam video itu Sri Mulyani mengumumkan  pencopotan Rafael dari jabatannya di DJP  Kementerian Keuangan.Klip lainnya yang menampilkan Juru Bicara Bidang Penindakan KPK Ali Fikri merupakan potongan video di Youtube Kompas TV ini.",1,netral
Indonesia Menginvasi dan Ultimatum China,https://www.kompas.com/cekfakta/read/2023/02/27/151500182/-hoaks-indonesia-menginvasi-dan-ultimatum-china,2023-02-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan di media sosial mengeklaim adanya invasi dan ultimatum yang dilakukan Indonesia terhadap China.Ultimatum tersebut berisi agar China mau menyetujui perjanjian penyerahan wilayah yang telah dikuasai Indonesia.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, diketahui klaim itu hoaks.Klaim yang mengatakan Indonesia menginvasi dan mengultimatum China beredar di media sosial, di antaranya melalui akun Facebook ini.Video berisi pembacaan narasi peperangan antara Indonesia dan China, disertai video aktivitas militer dan pengoperasian alat tempur.Narasi itu menyatakan, Menteri Luar Negeri (Menlu) RI mengultimatum agar China menyetujui sebuah perjanjian, yang salah satu poinnya menyerahkan wilayah yang sudah dikuasai Indonesia.Disebutkan juga Indonesia memberikan dua pilihan bagi pasukan China, yakni menyerah atau melarikan diri.Kemudian, disebutkan bahwa pasukan Indonesia membentuk konvoi sepanjang lebih dari 60 kilometer untuk menyerang China.Di sisi lain, China dikatakan mempersiapkan Beijing untuk menghadapi serangan dari Indonesia.Keterangan yang disertakan dalam unggahan itu sebagai berikut:TAK KUNJUNG MENYERAH KEPADA INDONESIA _ JOKOWI MURKA LANGSUNG ULTIMATUM PASUKAN CHINA(480P)Unggahan dengan klaim yang sama juga dibagikan saluran YouTube ini.Tim Cek Fakta Kompas.com menemukan bahwa narasi yang disampaikan dalam video itu memiliki kesamaan dengan beberapa berita terkait perang Rusia-Ukraina.Bagian narasi Menlu RI mengultimatum China sama dengan berita di Tempo. Namun kata ""Rusia"" diganti ""Indonesia"", ""Ukraina"" diganti ""China"", serta ""pasukan Rusia"" berubah menjadi ""pasukan TNI"".Sementara, narasi Presiden RI Joko Widodo atau Jokowi memberikan dua pilihan bagi tentara China, untuk lari atau menyerahkan diri, sama dengan berita di Republika.",1,netral
Jutaan Orang Menyaksikan Pemakaman Ferdy Sambo,https://www.kompas.com/cekfakta/read/2023/02/27/104609982/hoaks-jutaan-orang-menyaksikan-pemakaman-ferdy-sambo,2023-02-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah konten di media sosial Facebook mengeklaim, jutaan orang menyaksikan pemakaman Ferdy Sambo usai dieksekusi mati.Ferdy Sambo adalah bekas Kepala Divisi Profesi dan Pengamanan (Propam) Polri. Dia divonis mati karena terbukti bersalah dalam kasus pembunuhan berencana eks ajudannya, Nofriansyah Yosua Hutabarat atau Brigadir J.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, konten tersebut tidak benar atau hoaks.Konten yang mengeklaim jutaan orang menyaksikan pemakaman Ferdy Sambo dibagikan di Facebook oleh akun ini pada 24 Februari 2023.Berikut narasi yang dibagikan:DISAKSIKAN JUTAAN ORANG, BEGINI DETIK2 S4MBO DIK£BUM!K4N USAI DI £KS3KUS!Narasi itu disertai video berdurasi 8 menit 36 detik. Video itu telah mendapatkan 219.000 tayangan sejak diunggah.""Penuntasan kasus Ferdy Sambo bikin kepuasan publik terhadap aparat meningkat,"" demikian narasi yang dibacakan narator di awal video.Setelah disimak hingga tuntas, tidak ditemukan informasi mengenai pemakaman Ferdy Sambo dalam video yang dibagikan di Facebook itu.Narator video membacakan sebuah narasi yang bersumber dari artikel KompasTV, 20 Februari 2023, berjudul ""Litbang Kompas: Penuntasan Kasus Ferdy Sambo Bikin Kepuasan Publik terhadap Aparat Meningkat"".Artikel itu memuat hasil jajak pendapat Litbang Kompas 25 Januari-4 Februari 2023, yang menunjukkan peningkatan kepercayaan publik atas penyelesaian perkara hukum.Akan tetapi, artikel itu tidak membahas tentang pemakaman Ferdy Sambo.Adapun majelis hakim Pengadilan Negeri Jakarta Selatan telah menjatuhkan vonis mati untuk Ferdy Sambo pada 13 Februari 2023.Kendati demikian, vonis belum berkekuatan hukum tetap atau inkrah sehingga belum ada penetapan hari eksekusi.Pihak Ferdy Sambo masih berpeluang mengajukan banding hingga kasasi.",1,netral
Ahok Dilantik Jadi Dewas KPK,https://www.kompas.com/cekfakta/read/2023/02/27/084500182/-hoaks-ahok-dilantik-jadi-dewas-kpk,2023-02-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan di media sosial memuat narasi bahwa mantan Gubernur DKI Jakarta Basuki Tjahaja Purnama alias Ahok dilantik menjadi Dewan Pengawas (Dewas) KPK.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi tersebut merupakan hoaks lama yang diunggah kembali.Klaim bahwa Ahok dilantik menjadi anggota Dewas KPK disebarkan di Facebook, salah satunya oleh akun facebook ini.Unggahan itu berupa video yang berisi narasi pemberantasan korupsi di Indonesia yang seperti tak ada habisnya.Keberadaan Komisi Pemberantasan Korupsi (KPK) dikatakan tidak efektif karena lembaga itu telah politis.Selain itu ada pula klaim bahwa mantan Ketua KPK Antasari Azhar akan diangkat menjadi anggota Dewas KPK.Video itu disertai thumbnail yang seakan-akan memperlihatkan Presiden Joko Widodo melantik Ahok di Istana Negara.Sementara keterangan yang disertakan sebagai berikut:DI L4NTIK JADI D3WAS KPK, SUMP4H & JANJI AH0K BIKIN MER1ND1NGTim Cek fakta Kompas.com menggunakan metode reverse image search untuk menelusuri thumbnail video yang memperlihatkan suasana pelantikan di Istana Negara.Ditemukan foto yang sama di Sekretariat Kabinet RI, mengenai pelantikan tujuh gubernur oleh Presiden Jokowi, di Istana Negara, Jakarta, Jumat, 12 Februari 2016.Sementara foto jokowi dalam thumbnail sama dengan foto berita Kompas.com. Saat itu dia memberikan ucapan selamat kepada Menteri Sosial Tri Rismaharini dalam upacara pelantikan menteri di Istana Negara, Jakarta, Rabu (23/12/2020).Dengan demikian, thumbnail video tersebut merupakan hasil rekayasa penggabungan dua foto peristiwa yang berbeda.Selain itu, narasi yang disampaikan dalam video sama dengan artikel ini, yang merupakan opini seseorang terkait pemberantasan korupsi di Indonesia.Dalam artikel itu tidak ada informasi bahwa Ahok dilantik menjadi anggota Dewas KPK.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, klaim bahwa Ahok telah dilantik menjadi anggota Dewas KPK adalah hoaks.Video itu menggunakan foto yang direkayasa. Sebelumnya, hoaks yang sama juga pernah beredar di media sosial.",1,netral
"Bharada E Kembali ke Brimob, Tantang Komplotan Ferdy Sambo",https://www.kompas.com/cekfakta/read/2023/02/25/193000082/hoaks-bharada-e-kembali-ke-brimob-tantang-komplotan-ferdy-sambo,2023-02-25,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Richard Eliezer Pudihang Lumiu atau Bharada E dikabarkan kembali bertugas di Korps Brigade Mobil (Brimob) Polri dan menyatakan perang terhadap komplotan Ferdy Sambo.Bharada E merupakan terpidana kasus pembunuhan berencana Nofriansyah Yosua Hutabarat atau Brigadir J.Dia divonis hukuman 1 tahun 6 bulan penjara oleh majelis hakim Pengadilan Negeri Jakarta Selatan pada 15 Februari 2023.Adapun Ferdy Sambo adalah bekas Kepala Divisi Profesi dan Pengamanan (Propam) Polri. Sambo divonis hukuman mati untuk kasus yang sama. Dalam kasus tersebut, Bharada E bertindak sebagai eksekutor di bawah perintah Ferdy Sambo.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi Bharada E kembali bertugas di Korps Brimob dan menyatakan perang terhadap komplotan Ferdy Sambo adalah hoaks.Narasi tersebut dibagikan di media sosial Facebook oleh akun ini pada Kamis (23/2/2023). Berikut narasi yang dibagikan:Kembali Bertugas Di BRIMOB ! BHARADA E Nyatakan P3rang L4wan Geng FERDY SAMBO...!!Narasi itu disertai sebuah video berdurasi 7 menit 58 detik. Video itu telah mendapatkan 54.000 tayangan sejak diunggah.""Bharada Eliezer ngamuk tantang gerombolan geng Ferdy Sambo,"" demikian narasi yang dibacakan narator di awal video.Setelah disimak hingga tuntas, narator video ternyata membacakan artikel dari tiga media berbeda secara berurutan.Pertama, artikel Ayobandung.com, Senin (20/2/2023), berjudul ""Akan Dilakukan Eliezer Apabila Tidak Bisa Kembali Bertugas di Kepolisian, Richard: Apakah Nanti Aku ...?"".Artikel itu memuat cerita mengenai usaha Bharada E agar bisa berkarier di kepolisian, keterlibatannya dalam pembunuhan berencana Brigadir J, hingga hal yang akan dilakukan jika dipecat dari Polri.Kedua, artikel Populis.id, Selasa (21/2/2023), berjudul ""Yang Ngomong Bukan Orang Sembarangan, Eliezer Dalam Bahaya Besar: Adik Yosua Masih Ada, Teman-temannya Juga Masih Banyak, Anda Bisa…"".Artikel itu memuat pendapat pengamat intelijen yang mengatakan bahwa Bharada E berada dalam risiko besar apabila kembali ke Polri.Ketiga, artikel Tribun Kaltim, Senin (20/2/2023), berjudul ""Richard Eliezer Dipecat dari Polri? Kini Bharada E Menanti Eksekusi Hukuman hingga Sidang Kode Etik"".",1,netral
